,AUTHOR,TITLE,GENRE,PUB_DATE,ISBN,FILE_NAME
569,Ogyen Trinley Dorje Karmapa,The Heart Is Noble,Nonfiction,2014-05-13,9781611800807,0569.txt
570,Christina Vrba,Good Night Connecticut,Children’s Books,2012-07-09,9781602199064,0570.txt
571,"Daniel Kirschenbaum, Ryan Craig, Lisa Tjelmeland",The Sierras Weight-Loss Solution for Teens and Kids,Nonfiction,2007-09-06,9781101215791,0571.txt
572,John Steinbeck,The Pearl,Fiction,1993-02-01,9780140177374,0572.txt
573,Grant R. Jeffrey,Triumphant Return,Nonfiction,2001-07-03,9780921714644,0573.txt
574,"Nico Medina, Who HQ",What Was the Ice Age?,Children’s Books,2017-10-10,9780399543890,0574.txt
575,John Bemelmans Marciano,Madeline Says Merci,Children’s Books,2001-09-10,9780670035052,0575.txt
576,Ottessa Moshfegh,Homesick for Another World,Fiction,2017-12-05,9780399562907,0576.txt
577,Michael Herr,Illumination Rounds,Nonfiction,2017-08-08,9780525562375,0577.txt
578,Hi Soo Shin Hepinstall,Growing up in a Korean Kitchen,Nonfiction,2001-08-08,9781580082815,0578.txt
579,Karen Leabo,Hell on Wheels,Fiction,2013-04-08,9780345534620,0579.txt
580,Richard Babcock,Martha Calhoun,Fiction,2013-01-02,9780307824240,0580.txt
581,Christopher Reeve,Nothing Is Impossible,Nonfiction,2004-04-27,9780345470737,0581.txt
582,Fran Krause,Deep Dark Fears,Humor,2015-09-29,9781607748151,0582.txt
583,Cinnamon Miles,Sewing,Nonfiction,2013-09-03,9781615644117,0583.txt
584,Chris Jarmey,The Pocket Atlas of Human Anatomy,Nonfiction,2018-07-03,9781623172527,0584.txt
585,W. J. Cash,The Mind of the South,Nonfiction,1991-09-10,9780679736479,0585.txt
586,Random House,My First Songs (Sesame Street),Children’s Books,2017-07-18,9781524716615,0586.txt
587,Gerald Posner,Motown,Nonfiction,2005-10-11,9780812974683,0587.txt
588,Barry Unsworth,Sacred Hunger,Fiction,2017-08-22,9780525434115,0588.txt
589,Ema Toyama,Manga Dogs 1,Fiction,2014-10-07,9781612629032,0589.txt
590,Joan Anderson,A Year by the Sea,Nonfiction,2000-08-15,9780767905930,0590.txt
591,"Stan Berenstain, Jan Berenstain",The Berenstain Bears and Too Much Teasing,Children’s Books,1995-10-03,9780679877066,0591.txt
592,Frank Lowen,The Roots and Philosophy of Dynamic Manual Interface,Nonfiction,2011-11-22,9781583943182,0592.txt
593,Sally Carrighar,Moonlight At Midday,Nonfiction,2013-04-17,9780307831330,0593.txt
594,Laura Childs,Tragic Magic,Fiction,2010-10-05,9780425237434,0594.txt
595,Mary Boykin Chesnut,Mary Chesnut's Diary,Classics,2011-04-26,9780143106067,0595.txt
596,"Dalai Lama, Desmond Tutu, Douglas Carlton Abrams",The Book of Joy,Nonfiction,2016-09-20,9780399185045,0596.txt
597,Ashley Hope Pérez,Out of Darkness,Teen & Young Adult,2016-04-26,9780735289468,0597.txt
598,Ellen Feldman,Next to Love,Fiction,2012-05-15,9780812982411,0598.txt
599,Amanda Lee,The Stitching Hour,Fiction,2015-11-03,9780451473844,0599.txt
600,Milan Rai,Chomsky's Politics,Nonfiction,1995-06-17,9781859840115,0600.txt
601,Kenneth Grahame,The Wind in the Willows,Classics,2005-07-26,9780143039099,0601.txt
602,Lauren Child,Clarice Bean Spells Trouble,Children’s Books,2006-05-09,9780763629038,0602.txt
603,John Flanagan,Scorpion Mountain,Children’s Books,2015-09-08,9780142427279,0603.txt
604,Roger Housden,Ten Poems to Change Your Life Again and Again,Poetry,2007-11-27,9780307405197,0604.txt
605,Nancy Mairs,Carnal Acts,Nonfiction,1996-06-30,9780807070857,0605.txt
606,Victoria Hamilton,Bran New Death,Fiction,2013-09-03,9780425258835,0606.txt
607,Craig Nova,The Good Son,Fiction,2006-01-24,9780307236975,0607.txt
608,Alan Cumming,The Adventures of Honey & Leon,Children’s Books,2017-09-12,9780399557972,0608.txt
609,James Roberts,Transformers: More Than Meets The Eye Volume 10,Fiction,2016-10-18,9781631407161,0609.txt
610,John Shors,The Wishing Trees,Fiction,2010-09-07,9780451231130,0610.txt
611,Sandra Lake,The Warlord's Wife,Fiction,2015-03-17,9780698187184,0611.txt
612,Maria del Mar Sacasa,Winter Cocktails,Nonfiction,2013-10-29,9781594746413,0612.txt
613,S. L. Viehl,Blade Dancer,Fiction,2004-07-06,9781101563410,0613.txt
614,Simon R. Green,Hell to Pay,Fiction,2006-12-26,9780441014606,0614.txt
615,Suzuko Koseki,Patchwork Style,Nonfiction,2009-04-14,9781590306499,0615.txt
616,Jorge Franco,Rosario Tijeras,Fiction,2005-07-05,9781583226780,0616.txt
617,James Abel,Cold Silence,Fiction,2017-05-30,9780425282984,0617.txt
618,Jeremy Howard,National Geographic Traveler: St. Petersburg,Nonfiction,2007-03-20,9781426200502,0618.txt
619,Lee Smith,Me and My Baby View the Eclipse,Fiction,2014-12-02,9780698140882,0619.txt
620,Frank Pellegrino,Rao's Cookbook,Nonfiction,1998-04-07,9780679457497,0620.txt
621,Harriet Jacobs,Incidents in the Life of a Slave Girl,Classics,2000-07-01,9780140437959,0621.txt
622,Abby McDonald,Getting Over Garrett Delaney,Teen & Young Adult,2012-12-26,9780763663322,0622.txt
623,"Adrienne Staff, Sally Goldenbaum",Crescendo,Fiction,2013-08-12,9780307798831,0623.txt
624,Guy Gavriel Kay,River of Stars,Fiction,2014-04-01,9780451416094,0624.txt
625,Jennifer Kincheloe,The Woman in the Camphor Trunk,Fiction,2017-11-14,9781633883635,0625.txt
626,Cassey Ho,Cassey Ho's Hot Body Year-Round,Nonfiction,2015-04-07,9780804139045,0626.txt
627,Mikhail Lermontov,A Hero of Our Time,Classics,2009-05-26,9780143105633,0627.txt
628,Sally Bedell Smith,For Love of Politics,Nonfiction,2008-04-01,9780812973457,0628.txt
629,Todd Shimoda,The Fourth Treasure,Fiction,2002-05-14,9780385505611,0629.txt
630,Jeff Shaara,To the Last Man,Fiction,2005-08-30,9780345461360,0630.txt
631,Richard E. Kim,The Martyred,Classics,2011-05-31,9780143106401,0631.txt
632,Carolyn Keene,Nancy Drew #6: The Secret of Red Gate Farm,Children’s Books,2003-03-25,9780807215920,0632.txt
633,Scott Patterson,Dark Pools,Nonfiction,2013-06-25,9780307887184,0633.txt
634,John Sandford,Silken Prey,Fiction,2014-05-06,9780425267769,0634.txt
635,Nadine Gordimer,Burger's Daughter,Fiction,1980-11-20,9780140055931,0635.txt
636,Ginjer L. Clarke,Giant Lizards,Children’s Books,2005-06-16,9780448431208,0636.txt
637,Timothy Zahn,Heir to the Empire: Star Wars Legends (The Thrawn Trilogy),Fiction,1992-05-01,9780553296129,0637.txt
638,Nora Roberts,The Reef,Fiction,2013-06-25,9780515154177,0638.txt
639,Mark Lynas,The God Species,Nonfiction,2011-10-04,9781426208911,0639.txt
640,Jake Logan,Slocum #401,Fiction,2012-06-26,9780515151008,0640.txt
641,"Howard Behar, Janet Goldstein",It's Not About the Coffee,Nonfiction,2009-04-28,9781591842729,0641.txt
642,Vivian French,"I Love You, Grandpa",Children’s Books,2006-04-11,9780763627485,0642.txt
643,Eva Marie Beale,Edith Bouvier Beale of Grey Gardens,Nonfiction,2008-10-15,9782916954066,0643.txt
644,Katie Pickard Fawcett,To Come and Go Like Magic,Children’s Books,2010-02-09,9780375895388,0644.txt
645,Taylor Chang-Babaian,Style Eyes,Nonfiction,2010-08-03,9780399535963,0645.txt
646,Greg Palast,Billionaires & Ballot Bandits,Nonfiction,2012-09-18,9781609804787,0646.txt
647,Friedrich Nietzsche,The Will to Power,Nonfiction,1968-08-12,9780394704371,0647.txt
648,"Margaret Weis, Tracy Hickman",The Hand of Chaos,Fiction,1993-11-01,9780553563696,0648.txt
649,Cory Doctorow,Little Brother,Teen & Young Adult,2008-04-29,9780739372869,0649.txt
650,June Casagrande,Mortal Syntax,Humor,2008-03-25,9780143113324,0650.txt
651,Betty G. Birney,Humphrey's School Fair Surprise,Children’s Books,2016-01-19,9780399172298,0651.txt
652,John Irving,Setting Free the Bears,Fiction,1997-06-23,9780345417985,0652.txt
653,Robert E. Howard,The Best of Robert E. Howard     Volume 1,Fiction,2007-08-14,9780345490186,0653.txt
654,Martin Amis,The Rub of Time,Classics,2018-02-06,9781400044535,0654.txt
655,Robert Knott,Robert B. Parker's The Bridge,Fiction,2014-12-30,9780553398151,0655.txt
656,Jean-Jacques Rousseau,The Social Contract,Nonfiction,1988-03-01,9780879754440,0656.txt
657,Stacy Mitchell,Big-Box Swindle,Nonfiction,2007-10-01,9780807035016,0657.txt
658,Natasha Wing,The Night Before Hanukkah,Children’s Books,2014-10-02,9780448481401,0658.txt
659,Bob Johnstone,Switching to Solar,Nonfiction,2010-11-01,9781616142223,0659.txt
660,"Adam Gamble, Mark Jasper",Good Night Whales,Children’s Books,2016-02-15,9781602194151,0660.txt
661,"Gregg Treinish, Kitson Jazynka",National Geographic Kids Chapters: Danger on the Mountain,Children’s Books,2016-12-13,9781426325656,0661.txt
662,Brian Castner,Disappointment River,Nonfiction,2018-03-13,9780385541626,0662.txt
663,Franklin W. Dixon,The Secret of the Old Mill #3,Children’s Books,2016-05-03,9780448489544,0663.txt
664,Alana Chernila,The Homemade Pantry,Nonfiction,2012-04-03,9780307887269,0664.txt
665,Philippe-Paul de Segur,Defeat,Nonfiction,2008-10-21,9781590172827,0665.txt
666,Ilona Andrews,Steel's Edge,Fiction,2012-11-27,9781937007829,0666.txt
667,Ernst Bloch,On Karl Marx,Nonfiction,2018-04-17,9781786636065,0667.txt
668,Sarah Rozenthuler,Life-Changing Conversations,Nonfiction,2012-01-01,9781780282701,0668.txt
669,Abigail Thomas,Safekeeping,Classics,2001-04-17,9780385720557,0669.txt
670,Chris Hardwick,The Nerdist Way,Humor,2012-11-06,9780425253182,0670.txt
671,"Carlos I. Calle, Ph.D.",The Universe,Nonfiction,2009-05-26,9781591027140,0671.txt
672,Bill Schelly,Otto Binder,Classics,2016-06-07,9781623170370,0672.txt
673,Peggy Gifford,Moxy Maxwell Does Not Love Practicing the Piano,Children’s Books,2009-08-11,9780375892899,0673.txt
674,John Derbyshire,Prime Obsession,Nonfiction,2004-05-25,9780452285255,0674.txt
675,DK,DK Eyewitness Books: Planets,Children’s Books,2017-06-06,9781465462503,0675.txt
676,Mark Stein,How the States Got Their Shapes Too,Nonfiction,2012-05-29,9781588343505,0676.txt
677,C. J. Cherryh,Invader,Fiction,1996-02-01,9780886776879,0677.txt
678,Leigh Stein,The Fallback Plan,Fiction,2012-01-03,9781612190433,0678.txt
679,Joe Rhatigan,White House Kids,Children’s Books,2015-10-13,9781623540708,0679.txt
680,Mona Charen,Sex Matters,Nonfiction,2018-06-26,9780451498397,0680.txt
681,"Paul Stewart, Chris Riddell",Barnaby Grimes: Return of the Emerald Skull,Children’s Books,2009-02-10,9780375891694,0681.txt
682,Chris Idzikowski,Sound Asleep,Nonfiction,2013-06-01,9781780281186,0682.txt
683,DK,Thomas & Friends Character Encyclopedia (Library Edition),Children’s Books,2018-07-24,9781465470126,0683.txt
684,Stephanie Warren Drimmer,"Hey, Baby!",Children’s Books,2017-11-14,9781426329319,0684.txt
685,Amy Gray,How to Be a Vampire,Teen & Young Adult,2009-10-13,9780763649159,0685.txt
686,Eve Bunting,The Baby Shower,Children’s Books,2007-07-01,9781580891394,0686.txt
687,Christie Wilcox,Venomous,Nonfiction,2016-08-09,9781524708184,0687.txt
688,James Howe,Bunnicula Meets Edgar Allan Crow,Children’s Books,2007-01-09,9780739339459,0688.txt
689,Various,King Conan: Wolves Beyond the Border,Fiction,2016-08-09,9781630080600,0689.txt
690,Pythia Peay,Soul Sisters,Nonfiction,2002-05-27,9781585421626,0690.txt
691,Josh Gross,Last Word,Nonfiction,2012-03-21,9780307809384,0691.txt
692,Mike Mignola,B.P.R.D. Volume 3: Plague of Frogs,Fiction,2005-02-22,9781621150022,0692.txt
693,Kay Hooper,Raven on the Wing,Fiction,2010-05-25,9780553590593,0693.txt
694,Terry C. Johnston,Seize the Sky,Fiction,1991-03-01,9780553289107,0694.txt
695,Lewis Carroll,Alice Through the Looking-Glass,Children’s Books,2009-04-14,9780763642624,0695.txt
696,Julie Schumacher,Dear Committee Members,Fiction,2015-06-23,9780345807335,0696.txt
697,Susan McCutcheon,Natural Childbirth the Bradley Way,Nonfiction,2018-02-06,9780525537991,0697.txt
698,Suzanne Fisher Staples,The House of Djinn,Teen & Young Adult,2012-09-11,9780307976420,0698.txt
699,Various,Love Poems from God,Poetry,2002-09-24,9780142196120,0699.txt
700,Michael Ondaatje,The Cinnamon Peeler,Poetry,2011-07-27,9780307948960,0700.txt
701,Gary Paulsen,Curse of the Ruins,Children’s Books,2011-10-26,9780307804099,0701.txt
702,Lily Hoshino,Kigurumi Guardians 1,Fiction,2017-08-29,9781632364906,0702.txt
703,John R. Gillingham,The EU,Nonfiction,2018-06-19,9781784784249,0703.txt
704,Julie Garwood,The Ideal Man,Fiction,2012-06-05,9780451235138,0704.txt
705,Tristram Korten,Into the Storm,Nonfiction,2018-04-24,9781524797881,0705.txt
706,Jen Malone,Follow Your Art (DreamWorks Trolls),Children’s Books,2016-09-13,9780399557491,0706.txt
707,Mike Resnick,Starship: Flagship,Fiction,2009-12-22,9781591027881,0707.txt
708,John Lescroart,Sunburn,Fiction,2009-06-02,9780451228529,0708.txt
709,Andrew Fox,Bride of the Fat White Vampire,Fiction,2004-08-03,9780345464088,0709.txt
710,Nanni Balestrini,Tristano,Fiction,2014-02-11,9781781681695,0710.txt
711,Jean M. Auel,The Mammoth Hunters,Fiction,2002-06-25,9780553381641,0711.txt
712,DK,DK Eyewitness Books: Judaism,Children’s Books,2016-06-14,9781465451767,0712.txt
713,Kathy Tyers,Star Wars: We Don't Do Weddings,Fiction,2007-02-20,9780553754759,0713.txt
714,Dale Bredesen,The End of Alzheimer's,Nonfiction,2017-08-22,9780735216204,0714.txt
715,Jake Coburn,Prep,Teen & Young Adult,2005-03-17,9780142403075,0715.txt
716,Jason Quinn,The Beatles,Teen & Young Adult,2017-02-07,9789381182222,0716.txt
717,John Samson,Mind-Stretching Crosswords,Nonfiction,2016-02-02,9781623540722,0717.txt
718,Goce Smilevski,Freud's Sister,Fiction,2012-08-28,9781101603611,0718.txt
719,Hiro Mashima,Fairy Tail Master's Edition Vol. 4,Fiction,2017-08-15,9781632363374,0719.txt
720,Greg Keyes,Star Wars: The New Jedi Order: Edge of Victory III: The Final Prophecy,Fiction,2007-02-20,9780739354803,0720.txt
721,Stein Kraag Mosher,Living Well with Arthritis,Nonfiction,2005-12-06,9780143055587,0721.txt
722,John Grisham,Fetching Raymond: A Story from the Ford County Collection,Fiction,2013-06-17,9780345546586,0722.txt
723,Annette Kuhn,Family Secrets,Nonfiction,2002-11-17,9781859844069,0723.txt
724,Daniel Kraus,"The Death and Life of Zebulon Finch, Volume Two: Empire Decayed",Teen & Young Adult,2016-11-29,9781524781804,0724.txt
725,Marjorie Harris,Ecological Gardening,Nonfiction,2009-03-03,9780307357359,0725.txt
726,"Jim Lawson, Steve Murphy, Dean Clarrain, Eric Talbot, Daniel R. Berger",Tales of the Teenage Mutant Ninja Turtles Volume 4,Fiction,2014-05-20,9781613779392,0726.txt
727,Anne Gutman,Lisa's Baby Sister,Children’s Books,2012-09-11,9780449810125,0727.txt
728,Ursula Vernon,Dragonbreath #8,Children’s Books,2013-01-29,9780803738461,0728.txt
729,"Budd Titlow, Mariah Tinger",Protecting the Planet,Nonfiction,2016-11-29,9781633882256,0729.txt
730,"Robert Simmons, Naisha Ahsian","The Book of Stones, Revised Edition",Nonfiction,2015-03-10,9781583949085,0730.txt
731,Ilene Cooper,Jack: The Early Years of John F. Kennedy,Children’s Books,2013-10-03,9781101635209,0731.txt
732,Susan Jane White,The Virtuous Tart,Nonfiction,2017-01-10,9781611804058,0732.txt
733,Giada De Laurentiis,Giada's Family Dinners,Nonfiction,2006-04-04,9780307238276,0733.txt
734,Various,The Penguin Book of Modern African Poetry,Classics,2007-09-14,9780140424720,0734.txt
735,Monica McCarty,The Chief,Fiction,2010-03-23,9780345518224,0735.txt
736,Jensen Karp,Kanye West Owes Me $300,Nonfiction,2017-05-02,9780451498878,0736.txt
737,Jean-Christophe Napias,Everything (or Almost Everything) About Paris,Nonfiction,2016-10-04,9781681371023,0737.txt
738,Fidel Castro,The Declarations of Havana,Nonfiction,2008-09-17,9781844671564,0738.txt
739,Barry Commoner,The Closing Circle,Nonfiction,2014-03-05,9780804152877,0739.txt
740,Dennis Merritt Jones,The Art of Abundance,Nonfiction,2018-07-31,9780399183935,0740.txt
741,Rita Mae Brown,Cat on the Scent,Fiction,2000-04-04,9780553575415,0741.txt
742,Carrie Turansky,Across the Blue,Fiction,2018-02-20,9781601429421,0742.txt
743,Thomas Perry,Metzger's Dog,Fiction,2003-06-10,9780812967746,0743.txt
744,Tom Bissell,The Father of All Things,Nonfiction,2008-03-11,9781400075430,0744.txt
745,Claire Keane,Little Big Girl,Children’s Books,2016-11-08,9780803739123,0745.txt
746,Edward Sorel,The Mural at the Waverly Inn,Nonfiction,2008-10-28,9780307377319,0746.txt
747,DK Travel,Top 10 Cornwall & Devon,Nonfiction,2018-03-20,9781465467720,0747.txt
748,St. John Greene,Mom's List,Nonfiction,2013-04-02,9780698143661,0748.txt
749,Sarah Hrdy,Mother Nature,Nonfiction,2000-09-05,9780345408938,0749.txt
750,Amanda Enayati,Seeking Serenity,Nonfiction,2016-01-05,9780451472274,0750.txt
751,Stephen Weil,Making Museums Matter,Nonfiction,2002-02-17,9781588340009,0751.txt
752,Louis Althusser,Politics and History,Nonfiction,2007-01-17,9781844675722,0752.txt
753,Lara Adrian,Midnight Rising,Fiction,2008-03-25,9780440244448,0753.txt
754,Lauren Willig,The Masque of the Black Tulip,Fiction,2006-10-31,9780451220042,0754.txt
755,Henry O. Dormann,"The Speaker's Book of Quotations, Completely Revised and Updated",Nonfiction,2000-08-08,9780449005606,0755.txt
756,Solomon Ibn Gabirol,Vulture in a Cage,Poetry,2016-12-06,9780914671558,0756.txt
757,Geza Vermes,The Changing Faces of Jesus,Nonfiction,2002-02-26,9780142196021,0757.txt
758,Ilene Cooper,Little Lucy Goes to School,Children’s Books,2014-07-08,9780385369947,0758.txt
759,Dale Thomajan,Great Movie Lines,Nonfiction,1993-06-29,9780449908020,0759.txt
760,Jack Weatherford,The History of Money,Nonfiction,1998-03-10,9780609801727,0760.txt
761,Zsuzsi Gartner,All the Anxious Girls on Earth,Fiction,2000-06-20,9780385499118,0761.txt
762,Jonathan Meader,The Wordless Travel Book,Nonfiction,1995-10-01,9780898158090,0762.txt
763,Edd Doerr,The Case Against School Vouchers,Nonfiction,1996-09-01,9781573920926,0763.txt
764,Lucille Clifton,The Lucky Stone,Children’s Books,1986-05-01,9780440451105,0764.txt
765,Rosemary Wells,Bunny Cakes,Children’s Books,2000-02-01,9780140566673,0765.txt
766,Stephanie Perkins,There's Someone Inside Your House,Teen & Young Adult,2018-08-28,9780142424988,0766.txt
767,Lorraine Bartlett,A Crafty Killing,Fiction,2011-02-01,9780425239858,0767.txt
768,James Randi,The Faith Healers,Nonfiction,1989-04-01,9780879755355,0768.txt
769,Anne Perry,A Christmas Return,Fiction,2017-11-07,9780425285077,0769.txt
770,Susan Shapiro,Secrets of a Fix-up Fanatic,Nonfiction,2006-12-26,9780385340595,0770.txt
771,Takumi Yoshimura,Neon Genesis Evangelion: The Shinji Ikari Detective Diary Volume 2,Fiction,2014-05-27,9781616554187,0771.txt
772,Tom DeFalco,Reggie and Me,Fiction,2017-10-17,9781682559420,0772.txt
773,Chris Ware,Jimmy Corrigan: The Smartest Kid on Earth,Fiction,2003-04-29,9780375714542,0773.txt
774,Alan Dugan,Poems Seven,Poetry,2002-09-03,9781583225127,0774.txt
775,Katharine Kagel,Cooking with Cafe Pasqual's,Nonfiction,2006-07-01,9781580086493,0775.txt
776,Tabor Evans,Longarm 368,Fiction,2009-06-30,9781101060223,0776.txt
777,Julia Glass,The Whole World Over,Fiction,2007-06-12,9781400075768,0777.txt
778,"Liza Fromer, Francine Gerstein",My Itchy Body,Children’s Books,2012-08-14,9781770493117,0778.txt
779,Cristina Mazzoni,Italian Made Simple,Nonfiction,2003-08-19,9780767915397,0779.txt
780,Roberto Harari,Lacan's Four Fundamental Concepts of Psychoanalysis,Nonfiction,2004-10-15,9781590510827,0780.txt
781,David R. Roediger,The Wages of Whiteness,Nonfiction,2007-07-17,9781844671458,0781.txt
782,"Kenchen Palden Sherab, Khenpo Tsewang Dongyal",Tara's Enlightened Activity,Nonfiction,2007-09-25,9781559392877,0782.txt
783,Alastair Reynolds,Chasm City,Fiction,2003-05-27,9780441010646,0783.txt
784,Sarah Schlesinger,500 Low-Fat Fruit and Vegetable Recipes,Nonfiction,1995-05-30,9780679761730,0784.txt
785,Kay Kenyon,A World Too Near,Fiction,2009-01-27,9781591026969,0785.txt
786,Bertrice Small,The Duchess,Fiction,2003-12-02,9780345436955,0786.txt
787,Leslie Helakoski,Big Chickens Go to Town,Children’s Books,2010-01-21,9781101642740,0787.txt
788,Lisa Cron,Story Genius,Nonfiction,2016-08-09,9781607748892,0788.txt
789,Nevada Barr,Liberty Falling,Fiction,2010-10-05,9780425237359,0789.txt
790,Elizabeth Berg,Open House,Fiction,2001-05-01,9780345435163,0790.txt
791,Jaci Burton,Taken by Sin,Fiction,2009-06-23,9780440244554,0791.txt
792,Margot Berwin,Hothouse Flower,Fiction,2010-06-01,9780307390547,0792.txt
793,Jonathan Case,The New Deal,Fiction,2015-10-06,9781616557317,0793.txt
794,"John Sandford, Michele Cook","Outrage (The Singular Menace, 2)",Teen & Young Adult,2016-06-21,9780385753111,0794.txt
795,Tawni O'Dell,Back Roads,Fiction,2004-06-01,9780451212450,0795.txt
796,"Dan Wetzel, Josh Peter, Jeff Passan",Death to the BCS: Totally Revised and Updated,Nonfiction,2011-10-13,9781101545171,0796.txt
797,Myrl A. Schreibman,The Indie Producers Handbook,Nonfiction,2012-02-08,9780770433512,0797.txt
798,Christian Rudder,Dataclysm,Nonfiction,2015-09-08,9780385347396,0798.txt
799,Kaitlin Bell Barnett,Dosed,Nonfiction,2014-09-16,9780807001455,0799.txt
800,Elizabeth Moon,Engaging the Enemy,Fiction,2007-01-30,9780345447579,0800.txt
801,Roni Loren,Crash Into You,Fiction,2012-01-03,9780425245248,0801.txt
802,Michael Delaney,"Obi, Gerbil on the Loose",Children’s Books,2008-06-12,9781440633881,0802.txt
803,Brenda Tharp,Expressive Nature Photography,Nonfiction,2017-07-25,9781580934671,0803.txt
804,Maeve Binchy,Tara Road,Fiction,2007-05-29,9780385341813,0804.txt
805,"Arkady Strugatsky, Boris Strugatsky",The Dead Mountaineer's Inn,Fiction,2015-03-17,9781612194325,0805.txt
806,Jonathan London,Froggy's Day with Dad,Children’s Books,2006-03-23,9780142406342,0806.txt
807,Paula K. Manzanero,Marvel's Guardians of the Galaxy Mad Libs,Children’s Books,2017-03-28,9780451533999,0807.txt
808,Golden Books,Private Eyes (SpongeBob SquarePants),Children’s Books,2012-01-10,9780307929945,0808.txt
809,Peter Spier,Peter Spier's Circus,Children’s Books,1995-05-01,9780440409359,0809.txt
810,Various,The Portable Twentieth-Century Russian Reader,Classics,2003-07-29,9780142437575,0810.txt
811,"John Kuprenas, Matthew Frederick",101 Things I Learned® in Engineering School,Nonfiction,2018-04-03,9781524761967,0811.txt
812,Mercedes Lackey,Bastion,Fiction,2014-10-07,9780756409456,0812.txt
813,Shannon K. Butcher,Dying Wish,Fiction,2012-03-06,9781101576892,0813.txt
814,N. D. Wilson,Empire of Bones (Ashtown Burials #3),Children’s Books,2014-08-26,9780375863981,0814.txt
815,Paula Danziger,Amber Brown Is Not a Crayon,Children’s Books,2008-05-13,9780739373446,0815.txt
816,Anne Matsumoto Stewart,Kodansha's Hiragana Workbook,Nonfiction,2012-09-07,9781568364414,0816.txt
817,Cliff Sterrett,LOAC Essentials Volume 3: Polly and Her Pals 1933,Humor,2013-09-10,9781613776988,0817.txt
818,Edward Miller,Recycling Day,Children’s Books,2015-07-20,9780823434473,0818.txt
819,"James Reapsome, Martha Reapsome",Discipleship,Nonfiction,2000-03-07,9780877881759,0819.txt
820,Judith Warner,Perfect Madness,Nonfiction,2006-02-07,9781594481703,0820.txt
821,Golden Books,Journey Beyond Sodor (Thomas & Friends),Children’s Books,2017-07-25,9781524716530,0821.txt
822,Danielle Steel,Historical Classics 3-Novel Bundle,Fiction,2011-09-27,9780345533814,0822.txt
823,Dana Shultz,Minimalist Baker's Everyday Cooking,Nonfiction,2016-04-26,9780735210967,0823.txt
824,Robert B. Parker,Pale Kings and Princes,Fiction,1988-06-10,9780440200048,0824.txt
825,"Friedrich Engels, Karl Marx",The Communist Manifesto,Nonfiction,2012-04-04,9781844678761,0825.txt
826,"Mike Bender, Doug Chernack",Awkward Family Pet Photos,Humor,2011-11-01,9780307888129,0826.txt
827,Jerry Pallotta,The Boat Alphabet Book,Children’s Books,1998-07-01,9780881069112,0827.txt
828,William Golding,Lord of the Flies Centenary Edition,Fiction,2011-11-01,9780399537424,0828.txt
829,Celeste Ng,Everything I Never Told You,Fiction,2015-05-12,9780143127550,0829.txt
830,Ivan Turgenev,A Sportsman's Notebook,Classics,1992-03-10,9780679410454,0830.txt
831,Rob Chirico,Field Guide to Cocktails,Nonfiction,2005-07-01,9781594740633,0831.txt
832,Lucy Cousins,Maisy Goes Camping,Children’s Books,2009-03-10,9780763643683,0832.txt
833,Jason Webster,Duende,Nonfiction,2004-03-09,9780767911672,0833.txt
834,Linda Venis,Inside the Room,Nonfiction,2013-08-06,9781592408115,0834.txt
835,Erin McKittrick,My Coyote Nose and Ptarmigan Toes,Children’s Books,2016-03-22,9781632170521,0835.txt
836,David Lewman,Pet Problem! (DreamWorks Trolls),Children’s Books,2017-09-19,9781524766405,0836.txt
837,Kathy McCullough,Tales of Rapunzel #3: Friends and Enemies (Disney Tangled the Series),Children’s Books,2017-09-05,9780736438308,0837.txt
838,Linn Ullmann,The Cold Song,Fiction,2014-04-08,9781590516676,0838.txt
839,Golden Books,Rusty Rivets Super Sticker Fun! (Rusty Rivets),Children’s Books,2018-07-03,9781524772437,0839.txt
840,Fyodor Dostoyevsky,The Village of Stepanchikovo,Classics,1995-12-01,9780140446586,0840.txt
841,Jane Feather,Almost a Lady,Fiction,2005-12-27,9780553587562,0841.txt
842,Ron Roy,A to Z Mysteries: The Lucky Lottery,Children’s Books,2000-11-28,9780679894605,0842.txt
843,Charlotte Bronte,Jane Eyre,Classics,2008-04-01,9780451530912,0843.txt
844,Sandy Fussell,Samurai Kids #1: White Crane,Children’s Books,2010-08-10,9780763645038,0844.txt
845,J Robert King,Death's Disciples,Fiction,2011-01-06,9780857660749,0845.txt
846,Mark Rosen,Thank You for Being Such a Pain,Nonfiction,1999-04-27,9780609804148,0846.txt
847,Cicely Mary Barker,Flower Fairies Paper Dolls,Children’s Books,2005-04-07,9780723254324,0847.txt
848,Eric Jerome Dickey,The Education of Nia Simone Bijou,Fiction,2013-02-14,9781101621622,0848.txt
849,Jack Kirby,Jack Kirby Pencils and Inks Artisan Edition,Nonfiction,2017-01-10,9781631407581,0849.txt
850,Brian Jacques,Redwall: the Graphic Novel,Children’s Books,2007-10-04,9780399244810,0850.txt
851,Brett Moran,F#cking Wake Up,Nonfiction,2016-04-12,9781786780058,0851.txt
852,Ruth Chew,Three Wishing Tales: A Matter-of-Fact Magic Collection by Ruth Chew,Children’s Books,2014-01-28,9780449815878,0852.txt
853,Julia Cameron,The Miracle of Morning Pages,Nonfiction,2013-06-25,9780698140400,0853.txt
854,John Hull,Touching the Rock,Nonfiction,1992-06-02,9780679735472,0854.txt
